编号,内容,"评判维度：物价、交通、卫生、环境、安全、服务、游览、购物
评分规则：高到低，依次为5分，4分，3分，2分，1分",维度,评分（5分制）,关键词判断（从句子中的某些词语得到关键词）
,分句17,酒店热水也很够,服务,3,无
,分句18,感觉很有韵味,无,3,韵味
,分句19,设计感很好,无,3,设计
,分句20,有些细节处很精致也很贴心,无,5,精致
,分句21,楼下就是护国寺小吃,购物,5,护国寺
,分句22,不错的入住体验,无,4,体验
,分句23,下次商务出差还会选择这里,无,4,无
,,,,,
41,整体评论,"亚朵酒店很不错，位置好，距离地铁站特别的进，出了地铁站走着不到5分钟就到酒店了，服务很有耐心，很热情，很有礼貌,从地铁站走路只需几分钟就到,特别适合三口之家,还给了儿童牙刷和拖鞋,第一次入住还送自助早餐，房间里的水很好，离店时又送了两瓶,早餐品种也多，也特别的美味而且有北京特色的小吃，油条，馄饨，好吃，还有炒肝也不错,地理位置很优越，交通很方便，离西单很近，离天安门很近，故宫也很近，逛街游玩都不错。重点是房间也很干净。",总体,5,
,分句1,交通很方便服务很好,交通,3,方便
,分句2,离金融街步行也就二十来分钟,环境,4,金融街
,分句3,床舒适，安静,环境,3,安静
,分句4,所有装备都很齐全,环境,3,齐全
,分句5,位置极佳,环境,3,位置
,分句6,早餐很合适,服务,3,合适
,分句7,在北京交通很方便,交通,4,方便
,分句8,坐地铁到前门三站路,交通,4,地铁
,分句9,地铁长椿街站也就几百米,交通,5,地铁
,分句10,去各大景点都挺方便,游览,5,方便
,分句11,距离天安门广场和西单都不远,游览,5,天安门
,分句12,整体风格都比较温馨,环境,4,温馨
,分句13,酒店的洗护用品特别棒,卫生,5,无
,分句14,价格不贵，很满意 ,物价,4,价格
,分句15,设施完善,环境,3,完善
,分句16,卫生不错,卫生,3,卫生
,分句17,酒店热水也很够,服务,3,无
,分句18,感觉很有韵味,无,3,韵味
,分句19,设计感很好,无,3,设计
,分句20,有些细节处很精致也很贴心,无,5,精致
,分句21,楼下就是护国寺小吃,购物,5,护国寺
,分句22,不错的入住体验,无,4,体验
,分句23,下次商务出差还会选择这里,无,4,无
,,,,,
42,整体评论,在网上预订这家酒店，入住以后感觉酒店服务不错，办入住的小伙子很热情，一进酒店就给倒了一杯热气腾腾的茶，瞬间暖到心，办理入住很快速，住一晚前台都没有收押金直接刷的消费，告诉我明天直接给房卡直接退房就可以，一进入房间觉得很干净，床单被罩什么的都很新，然后我看到还有茶具，发现酒店给配了一种红茶一种绿茶，同时还有咖啡，家具都是纯实木的，很环保，躺在床上看电视发现床很柔软，酒店电梯口发现了很古老的那种电话，原本以为是装饰品其实是可以使用的，这些元素很不错，卫生纸是没有经过漂染的、环保的，卫生间洗护用品也很不错，晚上下楼等出租车的时候竟然意外发现房间里很多东西前台都有售卖，还有很多小米和网易的东西，价格也比较合理。总知入住感受还不错。,总体,5,
,分句1,在网上预订这家酒店,无,3,预订
,分句2,入住以后感觉酒店服务不错,服务,3,服务
,分句3,办入住的小伙子很热情,服务,5,热情
,分句4,一进酒店就给倒了一杯热气腾腾的茶,服务,4,热气腾腾
,分句5,瞬间暖到心,服务,4,瞬间
,分句6,办理入住很快速,服务,4,快速
,分句7,住一晚前台都没有收押金直接刷的消费,服务,5,消费
,分句8,告诉我明天直接给房卡直接退房就可以,服务,5,退房
,分句9,一进入房间觉得很干净,环境,3,干净
,分句10,然后我看到还有茶具,环境,4,无
,分句11,发现酒店给配了一种红茶一种绿茶,服务,4,无
,分句12,同时还有咖啡,服务,4,无
,分句13,家具都是纯实木的，很环保,环境,4,环保
,分句14,躺在床上看电视发现床很柔软,环境,4,柔软
,分句15,酒店电梯口发现了很古老的那种电话,环境,4,古老
,分句16,原本以为是装饰品其实是可以使用的,环境,4,装饰品
,分句17,这些元素很不错,环境,3,元素
,分句18,卫生纸是没有经过漂染的、环保的,卫生,5,环保
,分句19,卫生间洗护用品也很不错,卫生,5,洗护
,分句20,晚上下楼等出租车的时候竟然意外发现房间里很多东西前台都有售卖,购物,5,售卖
,分句21,还有很多小米和网易的东西,购物,4,小米
,分句22,价格也比较合理,物价,3,合理
,分句23,总知入住感受还不错,无,3,无
,,,,,
43,整体评论,很喜欢，位置很好，就在金融街附近，方便出行，酒店卫生干净整洁，酒店装修很有文化感，服务人员非常有礼貌，出酒店就有很多吃的。,总体,5,
,分句1,很喜欢,无,2,无
,分句2,位置很好,环境,3,位置
,分句3,就在金融街附近,环境,4,金融街
,分句4,方便出行,交通,3,出行
,分句5,酒店装修很有文化感,环境,5,装修
,分句6,服务人员非常有礼貌,服务,5,礼貌
,分句7,出酒店就有很多吃的,购物,5,无
,,,,,
44,整体评论,第一次住亚朵的酒店就给我特大的惊喜，服务特别热情，刚来就送了一杯普洱茶，很贴心很温馨很温暖，在这里很感谢一个叫元梦的女孩，服务特别的好，我问了很多的问题，都没有觉得厌烦还一一为我解答，让我感觉到回到家里的感觉，我还很喜欢这家酒店的床品，舒适，亚朵的床和枕头睡的非常舒服，房间卫生打扫的也干净，洗漱用品也特别好用，酒店还有自助的洗衣房还可以烘干，都是24小时开放的，给出来游玩的人带来很大的方便，大堂里有一个24小时的书吧，里面有好多好多书可以供住宿的人看，非常的个性，有品味，房间也特别的安静，交通也很方便，离地铁站也很近，早餐品种也很多，特别的丰盛，让我吃的饱饱的，晚上的时候还询问我需不需要夜宵，真的是特别的贴心，这次真的是选对酒店了，下次还住这里，强烈推荐,总体,5,
,分句1,第一次住亚朵的酒店就给我特大的惊喜,总体,5,惊喜
,分句2,服务特别热情,服务,3,热情
,分句3,刚来就送了一杯普洱茶,服务,3,普洱茶
,分句4,一进酒店就给倒了一杯热气腾腾的茶,服务,4,茶
,分句5,很贴心很温馨很温暖,服务,4,温馨
,分句6,在这里很感谢一个叫元梦的女孩,服务,3,无
,分句7,服务特别的好,服务,2,服务
,分句8,都没有觉得厌烦还一一为我解答,服务,4,厌烦
,分句9,让我感觉到回到家里的感觉,服务,4,感觉
,分句10,我还很喜欢这家酒店的床品，舒适,环境,5,舒适
,分句11,亚朵的床和枕头睡的非常舒服,环境,5,舒服
,分句12,房间卫生打扫的也干净,卫生,5,干净
,分句13,洗漱用品也特别好用,卫生,4,洗漱
,分句14,酒店还有自助的洗衣房还可以烘干,服务,4,自助
,分句15,都是24小时开放的,服务,3,24小时
,分句16,给出来游玩的人带来很大的方便,服务,5,方便
,分句17,大堂里有一个24小时的书吧,服务,4,书吧
,分句18,里面有好多好多书可以供住宿的人看,服务,5,无
,分句19,非常的个性，有品味,无,4,个性
,分句20,交通也很方便,交通,3,方便
,分句21,离地铁站也很近,交通,3,地铁
,分句22,早餐品种也很多,服务,3,品种
,分句23,特别的丰盛,服务,3,丰盛
,分句24,让我吃的饱饱的,服务,3,无
,分句25,晚上的时候还询问我需不需要夜宵,服务,5,无
,分句26,真的是特别的贴心,服务,3,贴心
,分句27,这次真的是选对酒店了,无,4,无
,分句28,下次还住这里，强烈推荐,无,4,推荐
,,,,,
45,整体评论,第一次住亚朵的酒店就给我特大的惊喜，服务特别热情，刚来就送了一杯普洱茶，很贴心很温馨很温暖，在这里很感谢一个叫元梦的女孩，服务特别的好，我问了很多的问题，都没有觉得厌烦还一一为我解答，让我感觉到回到家里的感觉，我还很喜欢这家酒店的床品，舒适，亚朵的床和枕头睡的非常舒服，房间卫生打扫的也干净，洗漱用品也特别好用，酒店还有自助的洗衣房还可以烘干，都是24小时开放的，给出来游玩的人带来很大的方便，大堂里有一个24小时的书吧，里面有好多好多书可以供住宿的人看，非常的个性，有品味，房间也特别的安静，交通也很方便，离地铁站也很近，早餐品种也很多，特别的丰盛，让我吃的饱饱的，晚上的时候还询问我需不需要夜宵，真的是特别的贴心，这次真的是选对酒店了，下次还住这里，强烈推荐,总体,5,
,分句1,第一次住亚朵的酒店就给我特大的惊喜,无,2,无
,分句2,服务特别热情,服务,3,热情
,分句3,刚来就送了一杯普洱茶,服务,5,普洱茶
,分句4,一进酒店就给倒了一杯热气腾腾的茶,服务,3,温馨
,,很贴心很温馨很温暖,服务,4,温馨
,,在这里很感谢一个叫元梦的女孩,无,4,无
,,服务特别的好,服务,3,服务
,,都没有觉得厌烦还一一为我解答,服务,4,厌烦
,,让我感觉到回到家里的感觉,服务,4,感觉
,,我还很喜欢这家酒店的床品，舒适,环境,5,舒适
,,亚朵的床和枕头睡的非常舒服,环境,4,舒服
,,房间卫生打扫的也干净,卫生,4,干净
,,洗漱用品也特别好用,卫生,4,好用
,,酒店还有自助的洗衣房还可以烘干,环境,3,自助
,,都是24小时开放的,环境,3,开放
,,给出来游玩的人带来很大的方便,环境,4,方便
,,大堂里有一个24小时的书吧,环境,3,书吧
,,里面有好多好多书可以供住宿的人看,服务,5,住宿
,,非常的个性，有品味,环境,3,品味
,,交通也很方便,交通,3,方便
,,离地铁站也很近,交通,3,地铁
,,早餐品种也很多,服务,3,品种
,,特别的丰盛,服务,4,丰盛
,,让我吃的饱饱的,服务,4,无
,,晚上的时候还询问我需不需要夜宵,服务,3,无
,,真的是特别的贴心,服务,3,贴心
,,这次真的是选对酒店了,无,3,无
,,下次还住这里，强烈推荐,无,4,推荐
,,,,,
46,整体评论,离中央音乐学院、西单都很近。接待人员服务态度很好，还提供了儿童用拖鞋牙具。房间卫生条件很好，床、枕头都很舒服。,总体,5,
,分句1,离中央音乐学院,游览,4,中央音乐学院
,分句2,西单都很近,交通,3,西单
,分句3,还提供了儿童用拖鞋牙具,服务,5,儿童用
,分句4,房间卫生条件很好,卫生,3,卫生
,分句5,床、枕头都很舒服,环境,3,舒服
,,,,,
47,整体评论,服务超一流，看我们带着孩子，直接升级了可以开的窗户。每一个服务员都特别有眼色，看我带孩子帮我按电梯，给孩子拿玩具，拿水。位置棒极了，我们是滴滴打车去的西单，离哪里都近，还很安静。在胡同里是很有特色。还有大厅有一个可以看书的地方，很舒服的感觉。价格也是值了，里面的卫生干净，所有的用具都很齐全，客观评论，一个人的早餐48，种类一般多，但是好吃！！,总体,5,
,分句1,服务超一流,服务,3,超一流
,分句2,看我们带着孩子,无,4,孩子
,分句3,直接升级了可以开的窗户,服务,3,升级
,分句4,每一个服务员都特别有眼色,服务,3,眼色
,分句5,看我带孩子帮我按电梯,服务,4,无
,分句6,给孩子拿玩具，拿水,服务,4,无
,分句7,位置棒极了,环境,3,位置
,分句8,我们是滴滴打车去的西单,交通,4,西单
,分句9,离哪里都近,交通,3,近
,分句10,还很安静,环境,3,安静
,分句11,在胡同里是很有特色,环境,4,特色
,分句12,还有大厅有一个可以看书的地方,服务,5,无
,分句13,很舒服的感觉,服务,3,舒服
,分句14,价格也是值了,物价,3,价格
,分句15,里面的卫生干净,卫生,5,卫生干净
,分句16,所有的用具都很齐全,环境,3,齐全
,分句17,客观评论,无,2,客观
,分句18,一个人的早餐48,物价,3,无
,分句19,但是好吃,无,3,无
,,,,,
48,整体评论,"因为出发较早没有吃到早餐，酒店位置离西单很近，蛮方便的，挺干净，一进门香香的，床也挺舒服，有一个橡胶枕头也蛮舒服，总体来说不错哦。
",总体,5,
,分句1,因为出发较早没有吃到早餐,无,4,无
,分句2,酒店位置离西单很近,交通,3,西单
,分句3,蛮方便的,环境,4,方便
,分句4,挺干净,卫生,3,干净
,分句5,一进门香香的,卫生,3,香香的
,分句6,床也挺舒服,环境,4,舒服
,分句7,有一个橡胶枕头也蛮舒服,服务,5,舒服
,分句8,总体来说不错哦,服务,3,不错
,,,,,
49,整体评论,酒店很新，前台服务态度很好。附近地铁二号线，离西单，老佛爷百货都不远。酒店风格很喜欢,总体,5,
,分句1,酒店很新,环境,3,新
,分句2,前台服务态度很好,服务,4,很好
,分句3,附近地铁二号线,交通,4,地铁
,分句4,离西单，老佛爷百货都不远,交通,4,西单
,分句5,酒店风格很喜欢,总体,4,风格
,,,,,
50,整体评论,"慕名而去，尽兴而归。新生活方式，人文 温暖 情趣 幽静。 
1.地理位置：走路两分钟就是金融街，上下车方便。 
2.附近餐饮：餐饮可供选择多。 
3.酒店风格：时尚、简约、小资。 
4.酒店服务：服务客气、响应迅速。 
5.酒店环境：大堂、餐厅、房间很时尚，浓浓的文化气息。 
6.酒店设施：所有的一切都是如此的精致，肯定经过精挑细选，绝不敷衍。 
7.早餐：品种不多，但很适合国人口味，白粥超赞！",总体,5,
